592150583, 1096804500, 10500000
1133169667, 2134534500, 20500000
1684430542, 3148698125, 30500000
2235199792, 4181566459, 40500000
2815329083, 5626779458, 50500000
3398567333, 6418429125, 60500000
3984802458, 7392993166, 70500000
4564637584, 9031163917, 80500000
5104143083, 9843876625, 90500000
5653561042, 10816489917, 100500000
